AID#,Orig pre-sprted Order,Grant #,Assay Name,Assay Target,Assay Sub-type,Assay Center,Grant Title,Assay Provider,Project UID,summary_aid_and_NA,summary_aid
2176,,CA087660-05,Fluorescence Polarization-based biochemical assay to identify inhibitors of oxidoreductase glutathione S-transferase omega 1(GSTO1),Secondary,Counter-screen Assay,Scripps,Chemical Approaches for Activity-Based Proteomics,Benjamin Cravatt,300,#N/A,
2243,,CA087660-05,Cytotoxicity assay for RBBP9 inhibitors: luminescence-based counterscreen assay to identify cytotoxic compounds (run by AP),Secondary,Other,Scripps,Chemical Approaches for Activity-Based Proteomics,Benjamin Cravatt,300,#N/A,
2248,,CA087660-05,Gel-based Activity-Based Protein Profiling (ABPP) Gel Filtration Assay (run by AP),Secondary,MOA Assay,Scripps,Chemical Approaches for Activity-Based Proteomics,Benjamin Cravatt,300,2248,2248
2254,,CA087660-05,Gel-based competitive activity-based protein profiling (ABPP) fluorescence polarization-based biochemical assay to identify inhibitors of RBBP9 (run by AP),Secondary,Selectivity/Specificity Assay,Scripps,Chemical Approaches for Activity-Based Proteomics,Benjamin Cravatt,300,#N/A,
2269,,CA087660-05,Gel-based competitive activity-based protein profiling (ABPP) fluorescence polarization-based biochemical assay to identify inhibitors of RBBP9 (run by AP),Secondary,Selectivity/Specificity Assay,Scripps,Chemical Approaches for Activity-Based Proteomics,Benjamin Cravatt,300,#N/A,
1519,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
1547,,MH085686-01,Secondary Assay for lipid storage modulators. NEFA Incorporation/Release (AP),Secondary,Alternate Assay,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
1561,,MH085686-01,S3 Cells cytotoxicity,Secondary,Selectivity/Specificity Assay,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
1569,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
1569,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
1569,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
1623,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,1623,1623
2685,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
488900,,MH085686-01,Evolutionary conservation secondary filter for MLSMR qHTS (Hela LDSA),Secondary,Selectivity/Specificity Assay,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
488908,,MH085686-01,S3 Cells cytotoxicity,Secondary,Selectivity/Specificity Assay,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
488913,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
488913,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
492960,,MH085686-01,Evolutionary conservation secondary filter for MLSMR qHTS (HepG2 LDSA),Secondary,Selectivity/Specificity Assay,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
504432,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
504432,,MH085686-01,Lipid Droplet Sub-proteome Assay,Primary,--,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
504433,,MH085686-01,S3 Cells cytotoxicity,Secondary,Selectivity/Specificity Assay,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
504434,,MH085686-01,Evolutionary conservation secondary filter for MLSMR qHTS,Secondary,Selectivity/Specificity Assay,NCGC,qHTS to Identify Modulators of Lipid Storage,Mathias Beller,301,#N/A,
945,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
959,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
1721,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
1722,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
2266,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,2266,2266
2530,,MH085697-01,Luciferase counter-screen,Secondary,Counter-screen Assay,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
2533,,MH085697-01,Luciferase coupled hPyK M2 assay,Secondary,Selectivity/Specificity Assay,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
2534,,MH085697-01,Luciferase coupled hPyK R assay,Secondary,Selectivity/Specificity Assay,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
2559,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
2561,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
2561,,MH085697-01,LmPyK-luciferase coupled assay,Primary,--,NCGC,Discovery of lead compounds against trypanosomiasis and leishmaniasis through identification of selective inhibitors of pyruvate kinase,Malcolm  Walkinshaw,302,#N/A,
1813,,NS059434-01,Luciferase screen against the alpha-syn 5�UTR. Uses SH-SY5Y/ H4 cells stably transfected with a dicistronic plasmid (contains alpha-syn 5�UTR-luciferase and IRES stem loop-GFP).  Uses transfected H4 glioblastoma cells.,Primary,--,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
1827,,NS059434-01,Luciferase screen against the alpha-syn 5�UTR. Uses SH-SY5Y/ H4 cells stably transfected with a dicistronic plasmid (contains alpha-syn 5�UTR-luciferase and IRES stem loop-GFP).  Uses transfected H4 glioblastoma cells.,Primary,--,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,1827,1827
1988,,NS059434-01,Luciferase screen against the alpha-syn 5�UTR. Uses SH-SY5Y/ H4 cells stably transfected with a dicistronic plasmid (contains alpha-syn 5�UTR-luciferase and IRES stem loop-GFP).  Uses transfected H4 glioblastoma cells.,Primary,--,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
1990,,NS059434-01,"Assay to eliminate luciferase inhibitors and host cell toxicity using H4 cells with pGL3-LUC, no stem loop.",Secondary,Counter-screen Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
1994,,NS059434-01,"Counter screen: detection of compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells, in dose",Secondary,Counter-screen Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2452,,NS059434-01,"Counter screen: detection of compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells, in dose",Secondary,Counter-screen Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2454,,NS059434-01,Luciferase screen against the alpha-syn 5�UTR. Uses SH-SY5Y/ H4 cells stably transfected with a dicistronic plasmid (contains alpha-syn 5�UTR-luciferase and IRES stem loop-GFP).  Uses transfected H4 glioblastoma cells.,Primary,--,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2458,,NS059434-01,"Assay to eliminate luciferase inhibitors and host cell toxicity using H4 cells with pGL3-LUC, no stem loop.",Secondary,Counter-screen Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2460,,NS059434-01,Luciferase screen against the alpha-syn 5�UTR. Uses SH-SY5Y/ H4 cells stably transfected with a dicistronic plasmid (contains alpha-syn 5�UTR-luciferase and IRES stem loop-GFP).  Uses transfected H4 glioblastoma cells.,Primary,--,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2463,,NS059434-01,"Assay to eliminate luciferase inhibitors and host cell toxicity using H4 cells with pGL3-LUC, no stem loop.",Secondary,Counter-screen Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2468,,NS059434-01,"Counter screen: detection of compounds that block the PrP 5�UTR-driven translation of luciferase in H4 cells, in dose",Secondary,Counter-screen Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2471,,NS059434-01,"Assay to eliminate luciferase inhibitors and host cell toxicity using H4 cells with pGL3-LUC, no stem loop.",Secondary,Counter-screen Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2473,,NS059434-01,ELISA for the detection of alpha-synuclein expression in pGL3-ASYN-Luc/ H4 cells,Secondary,Alternate Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
2484,,NS059434-01,Western Blot to measure inhibition alpha-synuclein expression in pGL3-ASYNLuc/ H4 cells (run by AP),Secondary,Alternate Assay,Broad,MLPCN Screen of the PD Alpha Synuclein 5'UTR,Jack Rogers,303,#N/A,
1850,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
1850,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
1864,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,1864,1864
1985,,NS059429-01,Counter-screen in non-PhoP inducing conditions to identify non-specific S. typhi inhibitors,Secondary,Counter-screen Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
2384,,NS059429-01,Counter-screen in non-PhoP inducing conditions to identify non-specific S. typhi inhibitors,Secondary,Counter-screen Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
2612,,NS059429-01,S. typhi WT and PhoP- strain polymyxin resistance assay,Secondary,Selectivity/Specificity Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
2811,,NS059429-01,S. typhi WT and PhoP- strain polymyxin resistance assay,Secondary,Selectivity/Specificity Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
2839,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
2839,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
2840,,NS059429-01,Counter-screen in non-PhoP inducing conditions to identify non-specific S. typhi inhibitors,Secondary,Counter-screen Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
434995,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
434998,,NS059429-01,Counter-screen in non-PhoP inducing conditions to identify non-specific S. typhi inhibitors,Secondary,Counter-screen Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
449734,,NS059429-01,Counter-screen in non-PhoP inducing conditions to identify non-specific S. typhi inhibitors,Secondary,Counter-screen Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
449740,,NS059429-01,S. typhi WT and PhoP- strain polymyxin resistance assay,Secondary,Selectivity/Specificity Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
449743,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
463174,,NS059429-01,Counter-screen in non-PhoP inducing conditions to identify non-specific S. typhi inhibitors,Secondary,Counter-screen Assay,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
463179,,NS059429-01,Cell-based GFP Reporter Assay to Identify Inhibitors of PhoP regulon in Salmonella typhi.,Primary,--,SRI Screening,Development of a small molecule screen for PhoP regulon inhibitors in Salmonella,Jason Harris,304,#N/A,
485273,,MH085677-01,"TR-FRET HTS Biochmical Assay for Inhibitors of UBC13, a Mediator of Inflammatory Signaling",Primary,--,Burnham,"HTS Assay for UBC13, a Mediator of Inflammatory Signaling",John Reed,305,#N/A,
485343,,MH085677-01,"TR-FRET HTS Biochmical Assay for Inhibitors of UBC13, a Mediator of Inflammatory Signaling",Primary,--,Burnham,"HTS Assay for UBC13, a Mediator of Inflammatory Signaling",John Reed,305,485343,485343
488856,,MH085677-01,UBC13 Polyubiquitin Inhibitors using a Caspase-3 counter screen,Secondary,Counter-screen Assay,Burnham,"HTS Assay for UBC13, a Mediator of Inflammatory Signaling",John Reed,305,#N/A,
488859,,MH085677-01,"TR-FRET HTS Biochmical Assay for Inhibitors of UBC13, a Mediator of Inflammatory Signaling",Primary,--,Burnham,"HTS Assay for UBC13, a Mediator of Inflammatory Signaling",John Reed,305,#N/A,
493155,,MH085677-01,"TR-FRET HTS Biochmical Assay for Inhibitors of UBC13, a Mediator of Inflammatory Signaling",Primary,--,Burnham,"HTS Assay for UBC13, a Mediator of Inflammatory Signaling",John Reed,305,#N/A,
493182,,MH085677-01,"TR-FRET HTS Biochmical Assay for Inhibitors of UBC13, a Mediator of Inflammatory Signaling",Primary,--,Burnham,"HTS Assay for UBC13, a Mediator of Inflammatory Signaling",John Reed,305,#N/A,
